subject,condition,replication,leg,joint,time,angle
1,1,1,1,2,37,10.07789263
1,1,1,1,2,38,9.813399786
1,1,1,1,2,39,9.49690952
1,1,1,1,2,40,9.126849699
1,1,1,1,2,41,8.704837851
1,1,1,1,2,42,8.234047331
1,1,1,1,2,43,7.721724484
1,1,1,1,2,44,7.184123668
1,1,1,1,2,45,6.650038967
1,1,1,1,2,46,6.159407934
1,1,1,1,2,47,5.756385751
1,1,1,1,2,48,5.47976543
1,1,1,1,2,49,5.354799757
1,1,1,1,2,50,5.389025118
1,1,1,1,2,51,5.573957155
1,1,1,1,2,52,5.892645139
1,1,1,1,2,53,6.331076556
1,1,1,1,2,54,6.888183555
1,1,1,1,2,55,7.580025895
1,1,1,1,2,56,8.436793738
1,1,1,1,2,57,9.496107222
1,1,1,1,2,58,10.79674527
1,1,1,1,2,59,12.37507728
1,1,1,1,2,60,14.26313283
1,1,1,1,2,61,16.48608036
1,1,1,1,2,62,19.05775075
1,1,1,1,2,63,21.97449394
1,1,1,1,2,64,25.2077785
1,1,1,1,2,65,28.69904386
1,1,1,1,2,66,32.36227702
1,1,1,1,2,67,36.09882631
1,1,1,1,2,68,39.81792358
1,1,1,1,2,69,43.44965363
1,1,1,1,2,70,46.94127776
1,1,1,1,2,71,50.24157864
1,1,1,1,2,72,53.2864758
1,1,1,1,2,73,55.99658042
1,1,1,1,2,74,58.28790547
1,1,1,1,2,75,60.08829378
1,1,1,1,2,76,61.35152427
1,1,1,1,2,77,62.06348486
1,1,1,1,2,78,62.23925064
1,1,1,1,2,79,61.91308366
1,1,1,1,2,80,61.12678479
1,1,1,1,2,81,59.92075511
1,1,1,1,2,82,58.3297952
1,1,1,1,2,83,56.38270454
1,1,1,1,2,84,54.10348777
1,1,1,1,2,85,51.51217666
1,1,1,1,2,86,48.62413443
1,1,1,1,2,87,45.44801183
1,1,1,1,2,88,41.98442469
1,1,1,1,2,89,38.22770706
1,1,1,1,2,90,34.17307988
1,1,1,1,2,91,29.83138822
1,1,1,1,2,92,25.25368228
1,1,1,1,2,93,20.5608891
1,1,1,1,2,94,15.96068912
1,1,1,1,2,95,11.72219547
1,1,1,1,2,96,8.108604557
1,1,1,1,2,97,5.309684842
1,1,1,1,2,98,3.412636029
1,1,1,1,2,99,2.406813459
1,1,1,1,2,100,2.200451935
1,1,1,1,3,0,16.60786827
1,1,1,1,3,1,16.85102906
1,1,1,1,3,2,17.17009767
1,1,1,1,3,3,17.50469294
1,1,1,1,3,4,17.80660158
1,1,1,1,3,5,18.04629546
1,1,1,1,3,6,18.20987131
1,1,1,1,3,7,18.29033423
1,1,1,1,3,8,18.27938992
1,1,1,1,3,9,18.16324118
1,1,1,1,3,10,17.92299254
1,1,1,1,3,11,17.53878348
1,1,1,1,3,12,16.9966895
1,1,1,1,3,13,16.29623407
1,1,1,1,3,14,15.45508402
1,1,1,1,3,15,14.50793955
1,1,1,1,3,16,13.4998642
1,1,1,1,3,17,12.47677376
1,1,1,1,3,18,11.47657655
1,1,1,1,3,19,10.52370903
1,1,1,1,3,20,9.62767845
1,1,1,1,3,21,8.784807545
1,1,1,1,3,22,7.981616236
1,1,1,1,3,23,7.199137699
1,1,1,1,3,24,6.417716285
1,1,1,1,3,25,5.62164782
1,1,1,1,3,26,4.802521889
1,1,1,1,3,27,3.960261985
1,1,1,1,3,28,3.101486915
1,1,1,1,3,29,2.236686769
1,1,1,1,3,30,1.378034662
1,1,1,1,3,31,0.538376336
1,1,1,1,3,32,-0.269562436
1,1,1,1,3,33,-1.034313204
1,1,1,1,3,34,-1.746813302
1,1,1,1,3,35,-2.401185477
1,1,1,1,3,36,-2.995489938
1,1,1,1,3,37,-3.533116383
1,1,1,1,3,38,-4.025033749
1,1,1,1,3,39,-4.491893179
1,1,1,1,3,40,-4.963424373
1,1,1,1,3,41,-5.473317657
1,1,1,1,3,42,-6.050331014
1,1,1,1,3,43,-6.709405425
1,1,1,1,3,44,-7.446850155
1,1,1,1,3,45,-8.241537312
1,1,1,1,3,46,-9.0615973
1,1,1,1,3,47,-9.873793583
1,1,1,1,3,48,-10.65209053
1,1,1,1,3,49,-11.38273741
1,1,1,1,3,50,-12.0651753
1,1,1,1,3,51,-12.70839852
1,1,1,1,3,52,-13.32365403
1,1,1,1,3,53,-13.91581071
1,1,1,1,3,54,-14.47769184
1,1,1,1,3,55,-14.9897565
1,1,1,1,3,56,-15.42428187
1,1,1,1,3,57,-15.75064742
1,1,1,1,3,58,-15.93950192
1,1,1,1,3,59,-15.96503157
1,1,1,1,3,60,-15.80535306
1,1,1,1,3,61,-15.44167609
1,1,1,1,3,62,-14.85752225
1,1,1,1,3,63,-14.03942499
1,1,1,1,3,64,-12.9803473
1,1,1,1,3,65,-11.68552738
1,1,1,1,3,66,-10.1783545
1,1,1,1,3,67,-8.501812503
1,1,1,1,3,68,-6.712913214
1,1,1,1,3,69,-4.871075843
1,1,1,1,3,70,-3.025480853
1,1,1,1,3,71,-1.206453449
1,1,1,1,3,72,0.575798818
1,1,1,1,3,73,2.325899129
1,1,1,1,3,74,4.053974695
1,1,1,1,3,75,5.766746824
1,1,1,1,3,76,7.462141063
1,1,1,1,3,77,9.128300504
1,1,1,1,3,78,10.74547674
1,1,1,1,3,79,12.28931175
1,1,1,1,3,80,13.73521436
1,1,1,1,3,81,15.06402134
1,1,1,1,3,82,16.26712204
1,1,1,1,3,83,17.34754423
1,1,1,1,3,84,18.31526976
1,1,1,1,3,85,19.17845629
1,1,1,1,3,86,19.93488202
1,1,1,1,3,87,20.56741646
1,1,1,1,3,88,21.0459593
1,1,1,1,3,89,21.33461545
1,1,1,1,3,90,21.40142403
1,1,1,1,3,91,21.22833725
1,1,1,1,3,92,20.82105231
1,1,1,1,3,93,20.21679111
1,1,1,1,3,94,19.48574624
1,1,1,1,3,95,18.72078156
1,1,1,1,3,96,18.01743649
1,1,1,1,3,97,17.45258767
1,1,1,1,3,98,17.07004195
1,1,1,1,3,99,16.87527819
1,1,1,1,3,100,16.83803978
1,1,1,2,1,0,5.015828994
1,1,1,2,1,1,5.291200638
1,1,1,2,1,2,5.41052831
1,1,1,2,1,3,5.270628218
1,1,1,2,1,4,4.814142662
1,1,1,2,1,5,4.060443257
1,1,1,2,1,6,3.11482674
1,1,1,2,1,7,2.145093456
1,1,1,2,1,8,1.332678097
1,1,1,2,1,9,0.819096115
1,1,1,2,1,10,0.672001109
1,1,1,2,1,11,0.879722933
1,1,1,2,1,12,1.370859747
1,1,1,2,1,13,2.045110955
1,1,1,2,1,14,2.804183294
1,1,1,2,1,15,3.573785857
1,1,1,2,1,16,4.312419241
1,1,1,2,1,17,5.00747577
1,1,1,2,1,18,5.662388474
1,1,1,2,1,19,6.282437919
1,1,1,2,1,20,6.865516297
1,1,1,2,1,21,7.400384096
1,1,1,2,1,22,7.870312824
1,1,1,2,1,23,8.25919031
1,1,1,2,1,24,8.558319489
1,1,1,2,1,25,8.772347587
1,1,1,2,1,26,8.922080047
1,1,1,2,1,27,9.040888532
1,1,1,2,1,28,9.164551973
1,1,1,2,1,29,9.318223322
1,1,1,2,1,30,9.507262889
1,1,1,2,1,31,9.716277608
1,1,1,2,1,32,9.916069924
1,1,1,2,1,33,10.07526299
1,1,1,2,1,34,10.17368101
1,1,1,2,1,35,10.21471293
1,1,1,2,1,36,10.23068977
1,1,1,2,1,37,10.2758943
1,1,1,2,1,38,10.40624245
1,1,1,2,1,39,10.65517134
1,1,1,2,1,40,11.01863517
1,1,1,2,1,41,11.45638681
1,1,1,2,1,42,11.90760529
1,1,1,2,1,43,12.31261916
1,1,1,2,1,44,12.63219312
1,1,1,2,1,45,12.85728177
1,1,1,2,1,46,13.00707274
1,1,1,2,1,47,13.11652062
1,1,1,2,1,48,13.21937024
1,1,1,2,1,49,13.33306604
1,1,1,2,1,50,13.45129262
1,1,1,2,1,51,13.54724829
1,1,1,2,1,52,13.58486186
1,1,1,2,1,53,13.53131375
1,1,1,2,1,54,13.36441408
1,1,1,2,1,55,13.07342671
1,1,1,2,1,56,12.65507551
1,1,1,2,1,57,12.10768237
1,1,1,2,1,58,11.42603942
1,1,1,2,1,59,10.5989665
1,1,1,2,1,60,9.610341302
1,1,1,2,1,61,8.443218272
1,1,1,2,1,62,7.08712371
1,1,1,2,1,63,5.549254878
1,1,1,2,1,64,3.86990905
1,1,1,2,1,65,2.137162264
1,1,1,2,1,66,0.489412109
1,1,1,2,1,67,-0.905967498
1,1,1,2,1,68,-1.893902652
1,1,1,2,1,69,-2.373064927
1,1,1,2,1,70,-2.320037803
1,1,1,2,1,71,-1.788401897
1,1,1,2,1,72,-0.887987265
1,1,1,2,1,73,0.248542457
1,1,1,2,1,74,1.49879013
1,1,1,2,1,75,2.773536494
1,1,1,2,1,76,4.023708313
1,1,1,2,1,77,5.232553867
1,1,1,2,1,78,6.39823161
1,1,1,2,1,79,7.514536954
1,1,1,2,1,80,8.556810295
1,1,1,2,1,81,9.47713152
1,1,1,2,1,82,10.210262
1,1,1,2,1,83,10.68720545
1,1,1,2,1,84,10.85266412
1,1,1,2,1,85,10.68233415
1,1,1,2,1,86,10.19570555
1,1,1,2,1,87,9.458430544
1,1,1,2,1,88,8.569837415
1,1,1,2,1,89,7.638586863
1,1,1,2,1,90,6.757935044
1,1,1,2,1,91,5.991337911
1,1,1,2,1,92,5.369365564
1,1,1,2,1,93,4.895389759
1,1,1,2,1,94,4.556679257
1,1,1,2,1,95,4.338785266
1,1,1,2,1,96,4.237742078
1,1,1,2,1,97,4.264136719
1,1,1,2,1,98,4.435005713
1,1,1,2,1,99,4.754373129
1,1,1,2,1,100,5.190550107
1,1,1,2,2,0,2.244425038
1,1,1,2,2,1,3.381678237
1,1,1,2,2,2,4.925565688
1,1,1,2,2,3,6.623977989
1,1,1,2,2,4,8.268601671
1,1,1,2,2,5,9.734057857
1,1,1,2,2,6,10.98866675
1,1,1,2,2,7,12.07336831
1,1,1,2,2,8,13.06032882
1,1,1,2,2,9,14.00940886
1,1,1,2,2,10,14.94071357
1,1,1,2,2,11,15.83012436
1,1,1,2,2,12,16.62509179
1,1,1,2,2,13,17.269157
1,1,1,2,2,14,17.72362908
1,1,1,2,2,15,17.97877422
1,1,1,2,2,16,18.05196808
1,1,1,2,2,17,17.97652128
1,1,1,2,2,18,17.78776395
1,1,1,2,2,19,17.51384028
1,1,1,2,2,20,17.1738212
1,1,1,2,2,21,16.78082406
1,1,1,2,2,22,16.34532179
1,1,1,2,2,23,15.87577473
1,1,1,2,2,24,15.37745601
1,1,1,2,2,25,14.85219025
1,1,1,2,2,26,14.29997457
1,1,1,2,2,27,13.7214235
1,1,1,2,2,28,13.11950504
1,1,1,2,2,29,12.49988212
1,1,1,2,2,30,11.8699024
1,1,1,2,2,31,11.2368502
1,1,1,2,2,32,10.60654782
1,1,1,2,2,33,9.983331216
1,1,1,2,2,34,9.372175266
1,1,1,2,2,35,8.782432324
1,1,1,2,2,36,8.230279977
1,1,1,2,2,37,7.736765864
1,1,1,2,2,38,7.321034955
1,1,1,2,2,39,6.992548158
1,1,1,2,2,40,6.747429402
1,1,1,2,2,41,6.571608994
1,1,1,2,2,42,6.448968871
1,1,1,2,2,43,6.369287968
1,1,1,2,2,44,6.332218038
1,1,1,2,2,45,6.346523239
1,1,1,2,2,46,6.426217536
1,1,1,2,2,47,6.58525116
1,1,1,2,2,48,6.832516182
1,1,1,2,2,49,7.169505649
1,1,1,2,2,50,7.593184934
1,1,1,2,2,51,8.10433094
1,1,1,2,2,52,8.7160507
1,1,1,2,2,53,9.455648649
1,1,1,2,2,54,10.35813302
1,1,1,2,2,55,11.45596204
1,1,1,2,2,56,12.77136543
1,1,1,2,2,57,14.31484601
1,1,1,2,2,58,16.0901836
1,1,1,2,2,59,18.10205273
1,1,1,2,2,60,20.36044343
1,1,1,2,2,61,22.87749041
1,1,1,2,2,62,25.65766766
1,1,1,2,2,63,28.68812443
1,1,1,2,2,64,31.93575493
1,1,1,2,2,65,35.35089063
1,1,1,2,2,66,38.87142364
1,1,1,2,2,67,42.42353593
1,1,1,2,2,68,45.92129716
1,1,1,2,2,69,49.26984154
1,1,1,2,2,70,52.37312717
1,1,1,2,2,71,55.14434941
1,1,1,2,2,72,57.51556694
1,1,1,2,2,73,59.44254986
1,1,1,2,2,74,60.90298867
1,1,1,2,2,75,61.8895701
1,1,1,2,2,76,62.40255748
1,1,1,2,2,77,62.44529497
1,1,1,2,2,78,62.02355462
1,1,1,2,2,79,61.14788408
1,1,1,2,2,80,59.83680881
1,1,1,2,2,81,58.1184028
1,1,1,2,2,82,56.02836281
1,1,1,2,2,83,53.60561972
1,1,1,2,2,84,50.88808619
1,1,1,2,2,85,47.91107922
1,1,1,2,2,86,44.70861226
1,1,1,2,2,87,41.31516869
1,1,1,2,2,88,37.76465301
1,1,1,2,2,89,34.08594621
1,1,1,2,2,90,30.2988295
1,1,1,2,2,91,26.41580648
1,1,1,2,2,92,22.45350713
1,1,1,2,2,93,18.45450421
1,1,1,2,2,94,14.51344438
1,1,1,2,2,95,10.79039795
1,1,1,2,2,96,7.496096655
1,1,1,2,2,97,4.848905921
1,1,1,2,2,98,3.023567036
1,1,1,2,2,99,2.109968339
1,1,1,2,2,100,2.091053559
1,1,1,2,3,0,18.94829047
1,1,1,2,3,1,19.26529955
1,1,1,2,3,2,19.60046909
1,1,1,2,3,3,19.87175481
1,1,1,2,3,4,20.0165638
1,1,1,2,3,5,20.0046669
1,1,1,2,3,6,19.84121446
1,1,1,2,3,7,19.55772913
1,1,1,2,3,8,19.19453724
1,1,1,2,3,9,18.78170493
1,1,1,2,3,10,18.32715779
1,1,1,2,3,11,17.81636803
1,1,1,2,3,12,17.22299711
1,1,1,2,3,13,16.52426626
1,1,1,2,3,14,15.71338543
1,1,1,2,3,15,14.8038008
1,1,1,2,3,16,13.82397314
1,1,1,2,3,17,12.80663318
1,1,1,2,3,18,11.77833684
1,1,1,2,3,19,10.75465949
1,1,1,2,3,20,9.741954122
1,1,1,2,3,21,8.742446398
1,1,1,2,3,22,7.757930578
1,1,1,2,3,23,6.789627504
1,1,1,2,3,24,5.835792557
1,1,1,2,3,25,4.89073645
1,1,1,2,3,26,3.947096195
1,1,1,2,3,27,3.000177799
1,1,1,2,3,28,2.051469822
1,1,1,2,3,29,1.109084332
1,1,1,2,3,30,0.184792008
1,1,1,2,3,31,-0.71093201
1,1,1,2,3,32,-1.573044539
1,1,1,2,3,33,-2.40271498
1,1,1,2,3,34,-3.203786648
1,1,1,2,3,35,-3.977034539
1,1,1,2,3,36,-4.716429885
1,1,1,2,3,37,-5.410487024
1,1,1,2,3,38,-6.048516566
1,1,1,2,3,39,-6.628133672
1,1,1,2,3,40,-7.159555782
1,1,1,2,3,41,-7.663959286
1,1,1,2,3,42,-8.166370413
1,1,1,2,3,43,-8.686543679
1,1,1,2,3,44,-9.231564914
1,1,1,2,3,45,-9.793413679
1,1,1,2,3,46,-10.35238957
1,1,1,2,3,47,-10.88532496
1,1,1,2,3,48,-11.37471892
1,1,1,2,3,49,-11.81434647
1,1,1,2,3,50,-12.20858421
1,1,1,2,3,51,-12.56564905
1,1,1,2,3,52,-12.88864428
1,1,1,2,3,53,-13.16930716
1,1,1,2,3,54,-13.38793297
1,1,1,2,3,55,-13.5190308
1,1,1,2,3,56,-13.53888913
1,1,1,2,3,57,-13.43027883
1,1,1,2,3,58,-13.18190772
1,1,1,2,3,59,-12.78477117
1,1,1,2,3,60,-12.22957223
1,1,1,2,3,61,-11.50789966
1,1,1,2,3,62,-10.61607515
1,1,1,2,3,63,-9.558206227
1,1,1,2,3,64,-8.345498713
1,1,1,2,3,65,-6.991930066
1,1,1,2,3,66,-5.510083703
1,1,1,2,3,67,-3.911848117
1,1,1,2,3,68,-2.214158063
1,1,1,2,3,69,-0.444169527
1,1,1,2,3,70,1.36144955
1,1,1,2,3,71,3.163530889
1,1,1,2,3,72,4.929255857
1,1,1,2,3,73,6.638212974
1,1,1,2,3,74,8.283338987
1,1,1,2,3,75,9.866943932
1,1,1,2,3,76,11.39383418
1,1,1,2,3,77,12.86391675
1,1,1,2,3,78,14.26719866
1,1,1,2,3,79,15.58335953
1,1,1,2,3,80,16.78648836
1,1,1,2,3,81,17.85251235
1,1,1,2,3,82,18.76618967
1,1,1,2,3,83,19.52593069
1,1,1,2,3,84,20.14541207
1,1,1,2,3,85,20.65094952
1,1,1,2,3,86,21.07334927
1,1,1,2,3,87,21.43577919
1,1,1,2,3,88,21.74195163
1,1,1,2,3,89,21.97093928
1,1,1,2,3,90,22.08255292
1,1,1,2,3,91,22.03332591
1,1,1,2,3,92,21.79711978
1,1,1,2,3,93,21.38148312
1,1,1,2,3,94,20.83344381
1,1,1,2,3,95,20.23175137
1,1,1,2,3,96,19.66942565
1,1,1,2,3,97,19.23259337
1,1,1,2,3,98,18.98216562
1,1,1,2,3,99,18.94119597
1,1,1,2,3,100,19.08997142
1,1,2,1,1,0,7.04576685
1,1,2,1,1,1,7.057382027
1,1,2,1,1,2,6.745804159
1,1,2,1,1,3,6.122372643
1,1,2,1,1,4,5.287244392
1,1,2,1,1,5,4.400493992
1,1,2,1,1,6,3.633649394
1,1,2,1,1,7,3.121733508
1,1,2,1,1,8,2.935087554
1,1,2,1,1,9,3.074482091
1,1,2,1,1,10,3.485696737
1,1,2,1,1,11,4.083604476
1,1,2,1,1,12,4.777990505
1,1,2,1,1,13,5.492555899
1,1,2,1,1,14,6.173926386
1,1,2,1,1,15,6.791834573
1,1,2,1,1,16,7.334892035
1,1,2,1,1,17,7.804611665
1,1,2,1,1,18,8.210017061
1,1,2,1,1,19,8.563839138
1,1,2,1,1,20,8.880177462
1,1,2,1,1,21,9.171521235
1,1,2,1,1,22,9.444236266
1,1,2,1,1,23,9.695210428
1,1,2,1,1,24,9.913304804
1,1,2,1,1,25,10.08522411
1,1,2,1,1,26,10.20303317
1,1,2,1,1,27,10.27013526
1,1,2,1,1,28,10.30356807
1,1,2,1,1,29,10.33118479
1,1,2,1,1,30,10.38480772
1,1,2,1,1,31,10.49177389
1,1,2,1,1,32,10.66788952
1,1,2,1,1,33,10.91378983
1,1,2,1,1,34,11.21580585
1,1,2,1,1,35,11.55045879
1,1,2,1,1,36,11.89076154
1,1,2,1,1,37,12.21219195
1,1,2,1,1,38,12.49679366
1,1,2,1,1,39,12.73432626
1,1,2,1,1,40,12.92093453
1,1,2,1,1,41,13.05728957
1,1,2,1,1,42,13.14760742
1,1,2,1,1,43,13.19906592
1,1,2,1,1,44,13.2206869
1,1,2,1,1,45,13.22147216
1,1,2,1,1,46,13.20856237
1,1,2,1,1,47,13.18583932
1,1,2,1,1,48,13.1529037
1,1,2,1,1,49,13.10434684
1,1,2,1,1,50,13.02972185
1,1,2,1,1,51,12.9143538
1,1,2,1,1,52,12.74114646
1,1,2,1,1,53,12.49293099
1,1,2,1,1,54,12.15485117
1,1,2,1,1,55,11.71648124
1,1,2,1,1,56,11.17328901
1,1,2,1,1,57,10.52656302
1,1,2,1,1,58,9.781605092
1,1,2,1,1,59,8.944104906
1,1,2,1,1,60,8.014856795
1,1,2,1,1,61,6.983115992
1,1,2,1,1,62,5.820847679
1,1,2,1,1,63,4.481412411
1,1,2,1,1,64,2.907288847
1,1,2,1,1,65,1.049632879
1,1,2,1,1,66,-1.098468179
1,1,2,1,1,67,-3.460520777
1,1,2,1,1,68,-5.843704513
1,1,2,1,1,69,-7.947183715
1,1,2,1,1,70,-9.43035263
1,1,2,1,1,71,-10.02119705
1,1,2,1,1,72,-9.605670785
1,1,2,1,1,73,-8.255415755
1,1,2,1,1,74,-6.194359553
1,1,2,1,1,75,-3.729660723
1,1,2,1,1,76,-1.171795676
1,1,2,1,1,77,1.232219154
1,1,2,1,1,78,3.333609892
1,1,2,1,1,79,5.081338365
1,1,2,1,1,80,6.496451847
1,1,2,1,1,81,7.638038491
1,1,2,1,1,82,8.57303778
1,1,2,1,1,83,9.354843607
1,1,2,1,1,84,10.00965309
1,1,2,1,1,85,10.52977275
1,1,2,1,1,86,10.87544749
1,1,2,1,1,87,10.98765497
1,1,2,1,1,88,10.80998213
1,1,2,1,1,89,10.31399545
1,1,2,1,1,90,9.519728371
1,1,2,1,1,91,8.504840559
1,1,2,1,1,92,7.395873882
1,1,2,1,1,93,6.342278005
1,1,2,1,1,94,5.481074726
1,1,2,1,1,95,4.906463203
1,1,2,1,1,96,4.653610141
1,1,2,1,1,97,4.700206734
1,1,2,1,1,98,4.979121985
1,1,2,1,1,99,5.394530385
1,1,2,1,1,100,5.834932538
1,1,2,1,2,0,2.294758952
1,1,2,1,2,1,2.936149342
1,1,2,1,2,2,3.996051556
1,1,2,1,2,3,5.320942051
1,1,2,1,2,4,6.8000145
1,1,2,1,2,5,8.361131537
1,1,2,1,2,6,9.95185835
1,1,2,1,2,7,11.51980675
1,1,2,1,2,8,13.0033879
1,1,2,1,2,9,14.3349053
1,1,2,1,2,10,15.45296743
1,1,2,1,2,11,16.31808979
1,1,2,1,2,12,16.92313949
1,1,2,1,2,13,17.29167826
1,1,2,1,2,14,17.46457329
1,1,2,1,2,15,17.4825728
1,1,2,1,2,16,17.37372239
1,1,2,1,2,17,17.15004803
1,1,2,1,2,18,16.81278557
1,1,2,1,2,19,16.3632682
1,1,2,1,2,20,15.8142627
1,1,2,1,2,21,15.19601628
1,1,2,1,2,22,14.55220545
1,1,2,1,2,23,13.92710178
1,1,2,1,2,24,13.35086962
1,1,2,1,2,25,12.83137382
1,1,2,1,2,26,12.35653534
1,1,2,1,2,27,11.90489171
1,1,2,1,2,28,11.45806513
1,1,2,1,2,29,11.00927242
1,1,2,1,2,30,10.56578699
1,1,2,1,2,31,10.145396
1,1,2,1,2,32,9.768740356
1,1,2,1,2,33,9.450546979
1,1,2,1,2,34,9.194098295
1,1,2,1,2,35,8.990990747
1,1,2,1,2,36,8.825314859
1,1,2,1,2,37,8.679034792
1,1,2,1,2,38,8.535956415
1,1,2,1,2,39,8.383195273
1,1,2,1,2,40,8.211505958
1,1,2,1,2,41,8.016493414
1,1,2,1,2,42,7.801149662
1,1,2,1,2,43,7.578170717
1,1,2,1,2,44,7.370239913
1,1,2,1,2,45,7.206458703
1,1,2,1,2,46,7.115524317
1,1,2,1,2,47,7.118179206
1,1,2,1,2,48,7.222221866
1,1,2,1,2,49,7.421742233
1,1,2,1,2,50,7.701259762
1,1,2,1,2,51,8.043491267
1,1,2,1,2,52,8.438840472
1,1,2,1,2,53,8.893586764
1,1,2,1,2,54,9.434419431
1,1,2,1,2,55,10.10742056
1,1,2,1,2,56,10.97099157
1,1,2,1,2,57,12.0835887
1,1,2,1,2,58,13.49127841
1,1,2,1,2,59,15.2213331
1,1,2,1,2,60,17.28455948
1,1,2,1,2,61,19.68238718
